발주일,고객(기관명),도서명,저자,출판사,공급사,ItemId,CID,카피수,정가,정가합,입고율,정산액,ISBN, UCI
"2026-04-08","백석문화대학교 백석대학교","더블","정해연","해피북스투유","스토린랩","311047220","E105412","2","11,200","22,400","50","11,200",=T("9791164798919"),=T(""),
"2026-04-20","백제예술대학교","더 코워커","프리다 맥파든","해피북스투유","스토린랩","368640530","E106174","1","12,950","12,950","50","6,475",=T("9791170964636"),=T(""),
