"판매/취소일시","ItemId","제목","판매형태","정가","판매가","정산액","원주문일시","저자명","출판사명","정산처명","ISBN","UCI","CID"
"2026-04-17 23:49:16","277935594","문과라도 안 죄송한 이세계로 감 001화","판매","0","0","0","2024-02-09 10:08:46","정수읠","매드햇","스토린랩",=T("9791162589724"),=T(""),"E448237"
"2026-04-17 23:49:13","277935496","문과라도 안 죄송한 이세계로 감 002화","판매","0","0","0","2024-02-09 10:08:46","정수읠","매드햇","스토린랩",=T("9791162589724"),=T(""),"E448238"
"2026-04-17 23:49:13","277935541","문과라도 안 죄송한 이세계로 감 003화","판매","0","0","0","2024-02-09 10:08:47","정수읠","매드햇","스토린랩",=T("9791162589724"),=T(""),"E448239"
"2026-04-17 23:49:13","277935398","문과라도 안 죄송한 이세계로 감 004화","판매","0","0","0","2024-02-09 10:08:47","정수읠","매드햇","스토린랩",=T("9791162589724"),=T(""),"E448240"
"2026-04-17 23:49:13","277935592","문과라도 안 죄송한 이세계로 감 005화","판매","0","0","0","2024-02-09 10:08:47","정수읠","매드햇","스토린랩",=T("9791162589724"),=T(""),"E448241"
"2026-04-17 23:49:13","277935598","문과라도 안 죄송한 이세계로 감 006화","판매","0","0","0","2024-02-09 10:08:47","정수읠","매드햇","스토린랩",=T("9791162589724"),=T(""),"E448242"
"2026-04-17 23:49:13","277935503","문과라도 안 죄송한 이세계로 감 007화","판매","0","0","0","2024-02-09 10:08:47","정수읠","매드햇","스토린랩",=T("9791162589724"),=T(""),"E448243"
"2026-04-17 23:49:13","277935545","문과라도 안 죄송한 이세계로 감 008화","판매","0","0","0","2024-02-09 10:08:48","정수읠","매드햇","스토린랩",=T("9791162589724"),=T(""),"E448244"
"2026-04-17 23:49:13","277935399","문과라도 안 죄송한 이세계로 감 009화","판매","0","0","0","2024-02-09 10:08:48","정수읠","매드햇","스토린랩",=T("9791162589724"),=T(""),"E448245"
"2026-04-17 23:49:13","277935597","문과라도 안 죄송한 이세계로 감 010화","판매","0","0","0","2024-02-09 10:08:48","정수읠","매드햇","스토린랩",=T("9791162589724"),=T(""),"E448246"
"2026-04-17 23:49:13","277935602","문과라도 안 죄송한 이세계로 감 011화","판매","0","0","0","2024-02-09 10:08:48","정수읠","매드햇","스토린랩",=T("9791162589724"),=T(""),"E448247"
"2026-04-17 23:49:09","277935507","문과라도 안 죄송한 이세계로 감 012화","판매","0","0","0","2024-02-09 10:08:48","정수읠","매드햇","스토린랩",=T("9791162589724"),=T(""),"E448248"
"2026-04-17 23:49:09","277935548","문과라도 안 죄송한 이세계로 감 013화","판매","0","0","0","2024-02-09 10:08:48","정수읠","매드햇","스토린랩",=T("9791162589724"),=T(""),"E448249"
"2026-04-17 23:49:09","277935400","문과라도 안 죄송한 이세계로 감 014화","판매","0","0","0","2024-02-09 10:08:48","정수읠","매드햇","스토린랩",=T("9791162589724"),=T(""),"E448250"
"2026-04-17 23:49:09","277935601","문과라도 안 죄송한 이세계로 감 015화","판매","0","0","0","2024-02-09 10:08:48","정수읠","매드햇","스토린랩",=T("9791162589724"),=T(""),"E448251"
"2026-04-17 23:49:09","277935606","문과라도 안 죄송한 이세계로 감 016화","판매","0","0","0","2024-02-09 10:08:48","정수읠","매드햇","스토린랩",=T("9791162589724"),=T(""),"E448252"
"2026-04-17 23:49:09","277935509","문과라도 안 죄송한 이세계로 감 017화","판매","0","0","0","2024-02-09 10:08:48","정수읠","매드햇","스토린랩",=T("9791162589724"),=T(""),"E448253"
"2026-04-17 23:49:09","277935551","문과라도 안 죄송한 이세계로 감 018화","판매","0","0","0","2024-02-09 10:08:48","정수읠","매드햇","스토린랩",=T("9791162589724"),=T(""),"E448254"
"2026-04-17 23:49:09","277935401","문과라도 안 죄송한 이세계로 감 019화","판매","0","0","0","2024-02-09 10:08:49","정수읠","매드햇","스토린랩",=T("9791162589724"),=T(""),"E448255"
"2026-04-17 23:49:09","277935605","문과라도 안 죄송한 이세계로 감 020화","판매","0","0","0","2024-02-09 10:08:49","정수읠","매드햇","스토린랩",=T("9791162589724"),=T(""),"E448256"
"2026-04-17 23:49:09","277935610","문과라도 안 죄송한 이세계로 감 021화","판매","0","0","0","2024-02-09 10:08:49","정수읠","매드햇","스토린랩",=T("9791162589724"),=T(""),"E448257"
"2026-04-17 23:49:32","277935511","문과라도 안 죄송한 이세계로 감 022화","판매","0","0","0","2024-02-09 10:08:49","정수읠","매드햇","스토린랩",=T("9791162589724"),=T(""),"E448258"
"2026-04-18 00:49:38","277935553","문과라도 안 죄송한 이세계로 감 023화","판매","0","0","0","2024-02-09 10:08:49","정수읠","매드햇","스토린랩",=T("9791162589724"),=T(""),"E448259"
"2026-04-17 23:49:03","277935403","문과라도 안 죄송한 이세계로 감 024화","판매","0","0","0","2024-02-09 10:08:49","정수읠","매드햇","스토린랩",=T("9791162589724"),=T(""),"E448260"
"2026-04-17 23:49:03","277935608","문과라도 안 죄송한 이세계로 감 025화","판매","0","0","0","2024-02-09 10:08:49","정수읠","매드햇","스토린랩",=T("9791162589724"),=T(""),"E448261"
"2026-04-17 23:48:57","277935615","문과라도 안 죄송한 이세계로 감 026화","판매","0","0","0","2024-02-09 10:08:49","정수읠","매드햇","스토린랩",=T("9791162589724"),=T(""),"E448262"
"2026-04-01 04:48:32","388987699","미인흉맹 02","판매","-3,000","-3,000","-2,100","2026-03-30 23:12:27","목수유","화월(花月)","스토린랩",=T(""),=T("G720:N+A319-20260313016.M002"),"D248398"
"2026-04-01 04:48:32","388987702","미인흉맹 03","판매","-3,000","-3,000","-2,100","2026-03-30 23:12:27","목수유","화월(花月)","스토린랩",=T(""),=T("G720:N+A319-20260313016.M003"),"D248399"
"2026-04-01 04:48:32","388987703","미인흉맹 04","판매","-3,000","-3,000","-2,100","2026-03-30 23:12:27","목수유","화월(花月)","스토린랩",=T(""),=T("G720:N+A319-20260313016.M004"),"D248400"
"2026-04-01 04:48:32","388987705","미인흉맹 05","판매","-3,000","-3,000","-2,100","2026-03-30 23:12:27","목수유","화월(花月)","스토린랩",=T(""),=T("G720:N+A319-20260313016.M005"),"D248401"
