발주일,고객(기관명),도서명,저자,출판사,공급사,ItemId,CID,카피수,정가,정가합,입고율,정산액,ISBN, UCI
"2026-01-13","광신대학교","더 코워커","프리다 맥파든","해피북스투유","스토린랩","368640530","E106174","1","12,950","12,950","50","6,475",=T("9791170964636"),=T(""),
"2026-01-13","광신대학교","밤은 눈을 감지 않는다","메리 쿠비카","해피북스투유","스토린랩","359777604","E105912","1","14,400","14,400","50","7,200",=T("9791170962465"),=T(""),
"2026-01-19","전북대학교","더 코워커","프리다 맥파든","해피북스투유","스토린랩","368640530","E106174","2","12,950","25,900","50","12,950",=T("9791170964636"),=T(""),
"2026-01-19","한성대학교 전자도서관","알피는 가족이 필요해","레이첼 웰스","해피북스투유","스토린랩","367023491","E106090","1","12,600","12,600","50","6,300",=T("9791170964421"),=T(""),
"2026-01-21","부산여자대학교","더 코워커","프리다 맥파든","해피북스투유","스토린랩","368640530","E106174","1","12,950","12,950","50","6,475",=T("9791170964636"),=T(""),
"2026-01-26","부산과학기술대학교","더 코워커","프리다 맥파든","해피북스투유","스토린랩","368640530","E106174","1","12,950","12,950","50","6,475",=T("9791170964636"),=T(""),
"2026-01-26","동남보건대학교","더 코워커","프리다 맥파든","해피북스투유","스토린랩","368640530","E106174","1","12,950","12,950","50","6,475",=T("9791170964636"),=T(""),
