공급사,작품유형,작품번호,작품명,레이블,작가,사용코인,콘텐츠 매출금액,결제수수료,정산 대상금액,콘텐츠 정산금액_면세,콘텐츠 정산금액_과세,콘텐츠 정산금액
스토린랩,웹소설,10094,갖기 위해선 무엇이든,하트퀸,빵곰탕,5400,5400,1566.6,3833.4,2683,0,2683
스토린랩,웹소설,11908,동물들과 함께하는 레이드,매드햇,호랑사자,5200,5200,1560,3640,2548,0,2548
스토린랩,웹소설,11975,공작가의 막내동생이 되었습니다,사막여우,한리은,4700,4700,1410,3290,2303,0,2303
스토린랩,웹소설,11965,내 남편이 새엄마와 결혼했다,사막여우,파민쿠,4500,4500,308.7,4191.3,2932,0,2932
스토린랩,웹소설,10649,고용주님 뜻대로,하트퀸,서아랑,4000,4000,906.3,3093.7,2165,0,2165
스토린랩,웹소설,11986,펜타니엄 검황가 셋째 도련님,드림북스,랑호,3900,3900,1143.3,2756.7,1929,0,1929
스토린랩,웹소설,11968,괴물 공작의 무자비한 사정,사막여우,은사자,3800,3800,1140,2660,1862,0,1862
스토린랩,웹소설,11892,바리스타가 무한 창고를 가짐,드림북스,마시로,3600,3600,572.7,3027.3,2118,0,2118
스토린랩,웹소설,11890,위씨세가 마신공자,드림북스,무불위,3400,3400,1020,2380,1666,0,1666
스토린랩,웹소설,10666,회귀자의 재벌 설계법,매드햇,꺼믄눈썹,3300,3300,990,2310,1617,0,1617
스토린랩,웹소설,11970,수상한 연하남과의 재혼을 거절합니다,사막여우,키위토끼,3100,3100,823.2,2276.8,1593,0,1593
스토린랩,웹소설,11742,레스트레이드 경감이 되었다,드림북스,팔숨,2500,2500,750,1750,1225,0,1225
스토린랩,웹소설,11893,재능 베끼는 천재가수가 되었다,드림북스,박서희,2500,2500,750,1750,1225,0,1225
스토린랩,웹소설,7838,나쁜 하룻밤,하트퀸,셔틀,2300,2300,690,1610,1127,0,1127
스토린랩,웹소설,11896,재앙을 숨긴 영웅이 사는 법,드림북스,뉴에이스,1900,1900,516.6,1383.4,968,0,968
스토린랩,웹소설,11937,"재벌가, 비밀의 시간",사막여우,블랑드,1900,1900,543.3,1356.7,949,0,949
스토린랩,웹소설,11920,뜨겁게 리셋,하트퀸,이승희,1600,1600,52.8,1547.2,1083,0,1083
스토린랩,웹소설,7651,"마검, 화산 가다",매드햇,겨울반디,1500,1500,49.5,1450.5,1007,0,1007
스토린랩,웹소설,9746,이 결혼을 원한 건 너였어,하트퀸,김민,1500,1500,450,1050,735,0,735
스토린랩,웹소설,11982,두 번 해도 돼요?,사막여우,송소율,1200,1200,39.6,1160.4,812,0,812
스토린랩,웹소설,7822,전남편이 부임했다,하트퀸,왕기대,1100,1100,63,1037,725,0,725
스토린랩,웹소설,11902,여배우에게 합의금을 받았다,매드햇,사키만자루,1100,1100,330,770,539,0,539
스토린랩,웹소설,8916,취공무쌍,히어로블,해리(海鯉),800,800,240,560,392,0,392
스토린랩,웹소설,9742,프렐로드 저택의 유령,앨리스,주하결,800,800,240,560,392,0,392
스토린랩,웹소설,9745,이혼 사유 비밀 수칙,하트퀸,유나리,800,800,53.1,746.9,522,0,522
스토린랩,웹소설,8920,검공무쌍,히어로블,해리(海鯉),600,600,180,420,294,0,294
스토린랩,웹소설,11006,수치스러운 밤,사막여우,최고진,600,600,180,420,294,0,294
스토린랩,웹소설,11779,기갑전선에서 살아가는 법,매드햇,감튀이이이,600,600,180,420,294,0,294
스토린랩,웹소설,10098,마지막 아내,하트퀸,김민,500,500,43.2,456.8,319,0,319
스토린랩,웹소설,11085,푸른 달은 두 번 떠오른다,ARC,의진,500,500,150,350,245,0,245
스토린랩,웹소설,11984,흑막 소꿉친구와의 하룻밤을 들키면 죽음,사막여우,광산김파도,500,500,150,350,245,0,245
스토린랩,웹소설,8921,패도무쌍,히어로블,해리(海鯉),400,400,120,280,196,0,196
스토린랩,웹소설,11889,전진부활,드림북스,교암,400,400,120,280,196,0,196
스토린랩,웹소설,10097,뭐 같은 그놈,하트퀸,녕국,300,300,9.9,290.1,203,0,203
스토린랩,웹소설,11903,천재 노예가 살아남는 법,매드햇,무정호,300,300,90,210,147,0,147
스토린랩,웹소설,10093,사랑하고 혐오하는 너에게,하트퀸,늴리리야,200,200,6.6,193.4,135,0,135
스토린랩,웹소설,10096,불순한 비서계약,하트퀸,삼색냥,200,200,60,140,98,0,98
스토린랩,웹소설,10099,입주 제안,하트퀸,로반,200,200,60,140,98,0,98
스토린랩,웹소설,11934,죽은 자의 사랑을 받고 있습니다,사막여우,샐리남작,200,200,60,140,98,0,98
스토린랩,웹소설,7823,짐승의 심연,하트퀸,비향,100,100,30,70,49,0,49
스토린랩,웹소설,7824,우리 헤어질 수 있을까?,하트퀸,초콜릿악마,100,100,30,70,49,0,49
스토린랩,웹소설,8961,저문 들녘 바람 끝에서,하트퀸,설연,100,100,30,70,49,0,49
스토린랩,웹소설,8968,멈출 수 없는,하트퀸,위영,100,100,30,70,49,0,49
스토린랩,웹소설,9748,"계략적, 파혼",하트퀸,송재린,100,100,30,70,49,0,49
스토린랩,웹소설,9751,로맨스의 종말,하트퀸,반유훤,100,100,30,70,49,0,49
스토린랩,웹소설,10095,옆자리 후배님이 이상해,하트퀸,초콜릿악마,100,100,30,70,49,0,49
스토린랩,웹소설,10100,최악의 아내가 되어줘,하트퀸,이라에리,100,100,30,70,49,0,49
스토린랩,웹소설,10647,내 비서의 주인,하트퀸,김민,100,100,30,70,49,0,49
스토린랩,웹소설,11024,낯가리는 천마의 찐친이 되었다,ARC,지인,100,100,3.3,96.7,67,0,67
스토린랩,웹소설,11746,불쾌한 씨의 유쾌한 가을,하트퀸,이현성,100,100,3.3,96.7,67,0,67
스토린랩,웹소설,11894,공작가의 유령,드림북스,양인산,100,100,30,70,49,0,49
스토린랩,웹소설,11926,공작님이 빙의자의 능력을 눈치챈 것 같다,사막여우,호랑이곶감,100,100,30,70,49,0,49
스토린랩,웹소설,11935,계략 남편의 집착에 걸려들었다,사막여우,피유리,100,100,30,70,49,0,49
스토린랩,웹소설,11941,귀찮은 주치의에게 스며들 때,사막여우,제이B,100,100,30,70,49,0,49
스토린랩,웹소설,11944,적국의 황자를 길들여버렸다,사막여우,초콜릿악마,100,100,30,70,49,0,49
