"판매/취소일시","ItemId","제목","판매형태","정가","판매가","정산액","원주문일시","저자명","출판사명","정산처명","ISBN","UCI","CID"
"2026-02-01 00:07:46","374949668","[세트] 힘을 숨겨도 공녀가 제일 강함 (총6권/완결)","판매","19,200","19,200","13,440","","설윤영","앨리스","스토린랩",=T("9791189360627"),=T(""),""
"2026-02-01 00:14:06","312914609","나를 증오하는 오빠","판매","1,000","1,000","700","","경조사매니아","로튼로즈","스토린랩",=T("9791167837202"),=T(""),"k036595"
"2026-02-01 00:14:06","313167171","오빠 친구에게 받는 성교육","판매","1,000","1,000","700","","경조사매니아","로튼로즈","스토린랩",=T("9791167837516"),=T(""),"k036605"
"2026-02-01 00:14:06","362493048","오빠 친구에게 받는 성교육 2","판매","1,000","1,000","700","","경조사매니아","로튼로즈","스토린랩",=T("9791173013706"),=T(""),"B043848"
"2026-02-01 01:27:54","383435421","자고 있는데 오빠가","판매","1,000","1,000","700","","러브이따","로튼로즈","스토린랩",=T("9791175582361"),=T(""),"D202233"
"2026-02-01 01:31:51","285682542","능욕 식당 (上)","판매","1,000","1,000","700","","율다","로튼로즈","스토린랩",=T("9791167830753"),=T(""),""
"2026-02-01 02:49:17","382628198","상사들이 내 구멍을 공용으로 씀 2 (완결)","판매","1,000","1,000","700","","러브이따","로튼로즈","스토린랩",=T("9791175581470"),=T(""),"D196244"
"2026-02-01 02:49:17","382626185","상사들이 내 구멍을 공용으로 씀 1","판매","1,000","1,000","700","","러브이따","로튼로즈","스토린랩",=T("9791175581463"),=T(""),"D196243"
"2026-02-01 02:50:17","285682530","능욕 식당 (下)","판매","1,000","1,000","700","","율다","로튼로즈","스토린랩",=T("9791167830760"),=T(""),""
"2026-02-01 03:03:42","384623947","하녀는 도련님 앞에서 치마를 올린다","판매","1,000","1,000","700","","펠로아","로튼로즈","스토린랩",=T("9791175582187"),=T(""),"D211207"
"2026-02-01 04:00:26","383283000","오빠 셋, 백치 여동생 하나 1. 구멍 검사","판매","1,000","1,000","700","","야뮬","로튼로즈","스토린랩",=T("9791175582132"),=T(""),"D196256"
"2026-02-01 05:34:47","294556384","Dogs in the house 2 (삽화본)","판매","1,800","1,800","1,260","","봄밤","로튼로즈","스토린랩",=T("9791167832344"),=T(""),""
"2026-02-01 05:34:47","271933174","Dogs in the house","판매","3,000","3,000","2,100","","봄밤","로튼로즈","스토린랩",=T("9791191337068"),=T(""),""
"2026-02-01 05:34:47","277168529","Dogs in the house (외전: Home party)","판매","1,000","1,000","700","","봄밤","로튼로즈","스토린랩",=T("9791191337853"),=T(""),""
"2026-02-01 08:23:51","99672647","타이탄 파일럿 1권","판매","0","0","0","","칼튼","케이너스랩","스토린랩",=T("9791160390537"),=T(""),""
"2026-02-01 09:28:49","382626182","일본 여행 갔다가 AV 데뷔","판매","1,000","1,000","700","","배란기베프","로튼로즈","스토린랩",=T("9791175581647"),=T(""),"D196241"
"2026-02-01 10:11:21","368002838","거울 속 팀장님과","판매","1,000","1,000","700","","월야담","클린로즈","스토린랩",=T("9791173015830"),=T(""),"D066120"
"2026-02-01 12:57:40","383435421","자고 있는데 오빠가","판매","1,000","1,000","700","","러브이따","로튼로즈","스토린랩",=T("9791175582361"),=T(""),"D202233"
"2026-02-01 14:49:20","375355831","중전마마도 회초리에 맞아보고 싶다","판매","1,000","1,000","700","","이상한 꼬마","로튼로즈","스토린랩",=T("9791173018763"),=T(""),"D157989"
"2026-02-01 15:42:59","277168529","Dogs in the house (외전: Home party)","판매","1,000","1,000","700","","봄밤","로튼로즈","스토린랩",=T("9791191337853"),=T(""),""
"2026-02-01 17:31:31","348749184","지하철에서 열린 아빠 친구 동창회 1","판매","1,000","1,000","700","","용2용2","로튼로즈","스토린랩",=T("9791170899679"),=T(""),"k398071"
"2026-02-01 17:32:44","343712248","문과라도 안 죄송한 이세계로 감 01","판매","0","0","0","","정수읠","매드햇","스토린랩",=T("9791137009837"),=T(""),"k307370"
"2026-02-01 17:33:33","384623947","하녀는 도련님 앞에서 치마를 올린다","판매","1,000","1,000","700","","펠로아","로튼로즈","스토린랩",=T("9791175582187"),=T(""),"D211207"
"2026-02-01 18:15:32","319978591","드래곤 레이디 3","대여","900","900","630","","김철곤","넥스트레벨 스튜디오","스토린랩",=T("9791192729503"),=T(""),"k114073"
