"판매/취소일시","ItemId","제목","판매형태","정가","판매가","정산액","원주문일시","저자명","출판사명","정산처명","ISBN","UCI","CID"
"2025-12-01 14:11:06","285056399","완벽한 복수의 끝은 1","판매","-2,700","-2,700","-1,890","2025-11-25 22:10:05","핑캐","해피북스투유","스토린랩",=T("9791164794546"),=T(""),"N021501"
"2025-12-01 00:31:00","348186223","소꿉친구들끼리 이런 짓도 해","판매","1,000","1,000","700","","담잠","로튼로즈","스토린랩",=T("9791170899464"),=T(""),"k395635"
"2025-12-01 00:31:00","348749194","잘못 키웠다 : 1. 도련님을","판매","1,000","1,000","700","","위금배","로튼로즈","스토린랩",=T("9791170899730"),=T(""),"k398076"
"2025-12-01 00:31:00","350528575","미친놈들의 교집합","판매","1,500","1,500","1,050","","조지오","로튼로즈","스토린랩",=T("9791173010750"),=T(""),"k406177"
"2025-12-01 00:31:00","353237621","남편과 쌍둥이 도련님","판매","1,000","1,000","700","","톳나물톳밥","로튼로즈","스토린랩",=T("9791173010422"),=T(""),"k412047"
"2025-12-01 00:31:00","353237629","사람 하나 짐승 둘","판매","1,000","1,000","700","","용2용2","로튼로즈","스토린랩",=T("9791173010842"),=T(""),"k417081"
"2025-12-01 00:31:00","353237646","소꿉친구가 뱀에게 먹혔다","판매","1,000","1,000","700","","인외러버","로튼로즈","스토린랩",=T("9791173011047"),=T(""),"k421482"
"2025-12-01 00:31:00","353237740","새아빠의 신체검사 3 (완결)","판매","1,000","1,000","700","","앙도라지","로튼로즈","스토린랩",=T("9791173011009"),=T(""),"k418053"
"2025-12-01 00:31:00","375539690","어느 날 죽은 오빠가 돌아왔다","판매","1,000","1,000","700","","메리배드","로튼로즈","스토린랩",=T("9791175580442"),=T(""),"D158938"
"2025-12-01 00:31:00","375539701","여동생을 완벽하게 소유하는 방법 1","판매","1,000","1,000","700","","물티슈","로튼로즈","스토린랩",=T("9791175580473"),=T(""),"D158945"
"2025-12-01 00:31:00","375539712","여동생을 완벽하게 소유하는 방법 2 (완결)","판매","1,000","1,000","700","","물티슈","로튼로즈","스토린랩",=T("9791175580480"),=T(""),"D158946"
"2025-12-01 00:48:58","320114310","섹스 없인 살 수 없어 3","판매","2,500","2,500","1,750","","협행마","에필로그","스토린랩",=T("9791166001345"),=T(""),"k075553"
"2025-12-01 00:48:58","320114311","섹스 없인 살 수 없어 4","판매","2,500","2,500","1,750","","협행마","에필로그","스토린랩",=T("9791166001352"),=T(""),"k075554"
"2025-12-01 00:48:58","320114312","섹스 없인 살 수 없어 8 (완결)","판매","2,500","2,500","1,750","","협행마","에필로그","스토린랩",=T("9791166001390"),=T(""),"k075558"
"2025-12-01 00:48:58","320114333","섹스 없인 살 수 없어 1","판매","0","0","0","","협행마","에필로그","스토린랩",=T("9791166001321"),=T(""),"k075551"
"2025-12-01 00:48:58","320114336","섹스 없인 살 수 없어 6","판매","2,500","2,500","1,750","","협행마","에필로그","스토린랩",=T("9791166001376"),=T(""),"k075556"
"2025-12-01 00:48:58","320114358","섹스 없인 살 수 없어 5","판매","2,500","2,500","1,750","","협행마","에필로그","스토린랩",=T("9791166001369"),=T(""),"k075555"
"2025-12-01 00:48:58","320114382","섹스 없인 살 수 없어 2","판매","2,500","2,500","1,750","","협행마","에필로그","스토린랩",=T("9791166001338"),=T(""),"k075552"
"2025-12-01 00:48:58","320114383","섹스 없인 살 수 없어 7","판매","2,500","2,500","1,750","","협행마","에필로그","스토린랩",=T("9791166001383"),=T(""),"k075557"
"2025-12-01 00:48:58","320573919","썰의 정석 1","판매","0","0","0","","협행마","에필로그","스토린랩",=T("9791166001734"),=T(""),"k075568"
"2025-12-01 00:52:30","361588909","[BL] 모어 딥 2","판매","3,200","3,200","2,240","","유우니","유즈비","스토린랩",=T("9791194174554"),=T(""),"B016743"
"2025-12-01 00:55:23","366699561","발정난 개들을 위한 난교타운 5","판매","1,100","1,100","770","","강초초","로튼로즈","스토린랩",=T("9791173015137"),=T(""),"D032370"
"2025-12-01 00:55:23","377162044","다리 벌리고 잠든 공주","판매","1,000","1,000","700","","서여림","로튼로즈","스토린랩",=T("9791173019685"),=T(""),"D168705"
"2025-12-01 00:55:23","372487137","발정난 개들을 위한 난교타운 6","판매","1,000","1,000","700","","강초초","로튼로즈","스토린랩",=T("9791173017797"),=T(""),"D126848"
"2025-12-01 01:44:16","366269720","[세트] 대공님 저랑 그거 해요 (외전 포함) (총6권/완결)","판매","16,000","16,000","11,200","","mucury","라이즈","스토린랩",=T("9791170893875"),=T(""),""
"2025-12-01 01:57:26","367000738","검황회귀 01","대여","0","0","0","","불타는고구마","펜드라마","스토린랩",=T("9791194736011"),=T(""),"D041945"
"2025-12-01 05:42:02","377095691","[세트] 안광은 재앙을 쫓는다 (외전증보개정판) (외전 포함) (총2권/완결)","판매","4,400","3,960","2,772","","서루","시계토끼","스토린랩",=T("9791172821968"),=T(""),""
"2025-12-01 08:34:01","371101609","[세트] 연하의 신부에게 (총3권/완결)","판매","9,000","9,000","6,300","","진저리","해피북스투유","스토린랩",=T("9791170963745"),=T(""),""
