공급사,작품유형,작품번호,작품명,레이블,작가,사용코인,콘텐츠 매출금액,결제수수료,정산 대상금액,콘텐츠 정산금액_면세,콘텐츠 정산금액_과세,콘텐츠 정산금액
스토린랩,웹소설,11035,십파일방,ARC,지인,3000,3000,99,2901,2029,0,2029
스토린랩,웹소설,7651,"마검, 화산 가다",매드햇,겨울반디,1800,1800,59.4,1740.6,1208,0,1208
스토린랩,웹소설,11892,바리스타가 무한 창고를 가짐,드림북스,마시로,1700,1700,510,1190,833,0,833
스토린랩,웹소설,11039,10라운더의 기적,ARC,극찬,1300,1300,390,910,637,0,637
스토린랩,웹소설,9725,백수 재벌의 환생 라이프,매드햇,사키만자루,800,800,26.4,773.6,540,0,540
스토린랩,웹소설,11907,죽여주는 아이돌,사이렌,조인장,800,800,240,560,392,0,392
스토린랩,웹소설,7652,강호초출 마교주,매드햇,청염,600,600,19.8,580.2,406,0,406
스토린랩,웹소설,11784,삼초살,매드햇,설봉,600,600,19.8,580.2,406,0,406
스토린랩,웹소설,10062,경찰이 너무 강함,매드햇,김기세,500,500,16.5,483.5,338,0,338
스토린랩,웹소설,8918,대사부 일풍,히어로블,오월성,300,300,9.9,290.1,201,0,201
스토린랩,웹소설,11105,내 안에 천재 배우,ARC,강교문,300,300,90,210,147,0,147
스토린랩,웹소설,11064,나를 기억하지 못하는 너에게,사막여우,달보메,200,200,60,140,98,0,98
스토린랩,웹소설,11739,사표 내겠습니다,하트퀸,이현성,200,200,33.3,166.7,116,0,116
스토린랩,웹소설,11776,근접병기 활,매드햇,글마루,200,200,6.6,193.4,135,0,135
스토린랩,웹소설,8964,맛보게 해줘,하트퀸,무하,100,100,30,70,49,0,49
스토린랩,웹소설,10093,사랑하고 혐오하는 너에게,하트퀸,늴리리야,100,100,30,70,49,0,49
스토린랩,웹소설,10094,갖기 위해선 무엇이든,하트퀸,빵곰탕,100,100,30,70,49,0,49
스토린랩,웹소설,10642,우리 해피엔딩일까요?,하트퀸,하새옹,100,100,30,70,49,0,49
스토린랩,웹소설,11016,북부 남작 영애의 식물 백과사전,사막여우,우주벚꽃,100,100,30,70,49,0,49
스토린랩,웹소설,11043,아포칼립스의 녹색인간,ARC,바질이,100,100,30,70,49,0,49
