유형,label_resolved,출판사(입력),settle,works,plats,유통사(정산액순),대표원본파일
검토대상,리본,플로린,400429,22,0,원스토리·애니툰·에이블리·블라이스·큐툰 외2곳 [7곳],원스토어 1월 정산내역_20260617_142054.xlsx
검토대상,영북스,플로린,21973,5,0,신영미디어·피우리·미소설·로망띠끄(연재)·에이블리 [5곳],신영미디어 20260101_20260131.xls
검토대상,오브 (Aube),플로린,417189,2,0,애니툰·원스토리·블라이스·큐툰·에이블리 외2곳 [7곳],애니툰 2026년 01월 정산 내역_storinlab.xlsx
검토대상,플로린,플로린,5814375,182,0,애니툰·신영미디어·원스토리·로망띠끄(단행본)·피우리 외8곳 [13곳],애니툰 2026년 01월 정산 내역_storinlab.xlsx
단독출판사,피우리,피우리,36995,11,0,원스토리·하이북 [2곳],원스토어 4월 정산내역_20260617_142003.xlsx
검토대상,PJ미디어,피제이미디어,168040,4,0,네이버시리즈·무툰·카카오페이지·미소설·판무림 외2곳 [7곳],네이버 26년 3월.xls
검토대상,팀씨에스피,하이북,201922,47,0,알라딘·피플앤스토리·예스24·북큐브·원스토리 외2곳 [7곳],알라딘 4월_B2C.csv
단독출판사,한결미디어,한결미디어,1890,3,0,원스토리·미스터블루 [2곳],원스토어 1월 정산내역_20260617_142054.xlsx
검토대상,뒹굴,해피북스투유,21911,2,0,무툰·하이북·원스토리·미소설 [4곳],무툰 [정산]스토린랩__작품내역_[2026-01-01_2026-01-31].xls
단독출판사,해피북스투유,해피북스투유,6644064,174,0,원스토리·알라딘·예스24·애니툰·북큐브 외12곳 [17곳],원스토리 26년 2월.xlsx
단독출판사,휴브릿지,휴브릿지,165722,3,0,알라딘·네이버시리즈·리디·무툰·카카오페이지 외4곳 [9곳],알라딘 26년 2월.csv
검토대상,희우,희우,2361706,627,0,애니툰·미소설·로망띠끄(단행본)·신영미디어·피우리 외5곳 [10곳],애니툰 2026년 04월 정산 내역_storinlab.xlsx
검토대상,Miyoo,,12740,36,0,하이북 [1곳],하이북 4월.xls
검토대상,더 색,,2450,1,0,북큐브 [1곳],북큐브 상세매출 2026-4~2026-4 (1).xlsx
검토대상,도파민,,528010,10,0,로망띠끄(연재)·신영미디어·피우리·로망띠끄(단행본)·미소설 외1곳 [6곳],오망띠끄 4월_연재.xls
검토대상,드림노블,,8400,1,0,북큐브 [1곳],북큐브 상세매출 2026-1~2026-1 (1).xlsx
검토대상,디콘북,,189,1,0,미소설 [1곳],미소설 4월.xls
검토대상,딱지,,0,1,0,밀리의서재 [1곳],밀리의서재 26년 3월.xls
검토대상,라이트노벨,,0,1,0,미스터블루 [1곳],미스터블루_2026-01-01_2026-01-31.xlsx
검토대상,레테나잇,,4200,1,0,신영미디어·피우리 [2곳],신영미디어 26년 3월.xls
검토대상,루어,미담컴퍼니,594188,86,0,미소설·애니툰·신영미디어 [3곳],애니툰 2026년 04월 정산 내역_storinlab.xlsx
검토대상,리즈,,12040,2,0,신영미디어 [1곳],신영미디어 26년 3월.xls
검토대상,리즐리안,,700,1,0,로망띠끄(단행본) [1곳],로망띠끄 26년 3월 (단행본).xls
검토대상,마미,,10647,1,0,모픽 [1곳],모픽_작품별_정산_202603.xlsx
검토대상,밝은누리정보,,280,3,0,하이북 [1곳],하이북 26년 3월.xls
검토대상,배파,,2520,1,0,원스토리 [1곳],원스토리 26년 2월.xlsx
검토대상,블래이,,35602,21,0,로망띠끄(단행본)·피우리·미소설·신영미디어·애니툰 [5곳],로망띠끄 26년 3월 (단행본).xls
검토대상,블랙릴리,위브랩,5292,1,0,애니툰 [1곳],애니툰 26년 2월.xlsx
검토대상,스토리뱅크,,0,1,0,미스터블루 [1곳],미스터블루 26년 2월.xlsx
검토대상,시드북스,,61110,25,0,피우리·하이북·미소설·애니툰 [4곳],피우리_정산_202603.xlsx
검토대상,아라벨,,50003,1,0,교보문고·예스24·로망띠끄(연재)·미소설·미스터블루 [5곳],예스24 1월.xls
검토대상,아름다운날,,0,1,0,미스터블루 [1곳],미스터블루_2026-01-01_2026-01-31.xlsx
검토대상,어필,,50680,4,0,신영미디어·미소설·애니툰 [3곳],신영미디어 20260101_20260131.xls
검토대상,엉뚱한앙마,,7560,1,0,무툰·판무림 [2곳],무툰 [정산]스토린랩__작품내역_[2026-01-01_2026-01-31].xls
검토대상,엔플러스,,64713,114,0,미스터블루·하이북 [2곳],미스터블루 26년 2월.xlsx
검토대상,오드캣,,229900,64,0,원스토리 [1곳],원스토어 4월 정산내역_20260617_142003.xlsx
검토대상,혜리썸,,1050,1,0,북큐브 [1곳],북큐브 상세매출 2026-1~2026-1 (1).xlsx
